id,gender,age,location,F1-all,F1-an,F1-ask,F1-carry,F1-dark,F1-don't,F1-greasy,F1-had,F1-in,F1-like,F1-me,F1-oily,F1-rag,F1-she,F1-suit,F1-that,F1-to,F1-wash,F1-water,F1-year,F1-your,F2-all,F2-an,F2-ask,F2-carry,F2-dark,F2-don't,F2-greasy,F2-had,F2-in,F2-like,F2-me,F2-oily,F2-rag,F2-she,F2-suit,F2-that,F2-to,F2-wash,F2-water,F2-year,F2-your
AJC0,1,27,movedaround,613.7739569575558,583.6652726483989,620.4334091688075,518.9793186817126,597.6323708564797,595.2221712524821,395.5987126456319,587.9519475308184,455.909391899162,643.4655219008091,460.9401887015893,451.5171357375367,616.094157384487,355.04810306265284,398.1123132632802,609.8166720961348,389.37788847008005,636.6805984300181,602.8575138664135,407.05814860752406,398.4249980745698,1082.102117241887,1631.7070529444384,1706.0268473983915,1643.6732883392815,1241.484605877785,1094.7208929196177,1913.9051685675647,1717.6292403952643,1820.6060905121997,1383.612047543544,1904.684806427816,1715.3485257563812,1494.4914568091635,1984.201003175104,1673.6205987804788,1614.6501497986226,1951.312570689243,1062.6215981442374,977.031489389778,1861.754854991364,1582.7356317322945
AJP0,1,22,newyorkcity,519.8568103309085,561.7134472926389,582.9553138682767,647.7021014324674,635.6396960919592,571.9368068154301,365.1277027305832,736.5571884428628,492.7036803300186,612.7151876672388,431.3467549313757,417.8837535546214,577.3487456667652,394.0573270725982,398.59231432585767,654.5800170982903,463.6078596735558,710.2584825858598,628.9919877448468,386.6822896209444,448.7323623025984,856.7849508484568,1928.642561129228,1869.0996736803008,1663.5088007298075,1248.8497554375865,1344.9365562867715,2125.110664811683,1692.4948571973966,2001.875669563278,1494.9778517599975,1979.477359864669,1955.3840728876155,1756.0447060107963,2163.513280355005,1737.5912573273051,1588.1415110637015,1815.957598072268,1152.0134301226958,1047.7007482875815,2155.2493032647294,1760.2592296883993
AJW0,0,27,northern,753.5697003237784,610.9062678751587,737.0291355331907,622.5985912108781,703.1635042876455,719.2570393228625,410.671995806348,804.5707488809841,689.3511256289441,745.5869479662952,522.7511422919353,474.9854643055736,775.3934189091411,436.531198250073,408.3060791853199,820.1842906663895,420.815805952728,726.6222444971294,727.72999835005,469.8911126605966,472.7692176975651,1084.1162117144077,2098.116884938291,1699.9413088576146,1803.6736175994477,1344.601420420976,1378.6666166499897,2262.244543018889,1775.4824850880875,2138.9020306166194,1518.8873959010068,1801.1166622062167,2034.0837707497635,1736.9506865073145,2423.5680936043423,2119.896206272234,1824.1303541232023,2010.2882936581689,1125.1245509986672,1131.6526431612222,2354.9774381200427,1895.172145014618
AKB0,1,34,northmidland,602.569753388457,592.9711156150522,681.4802835221104,492.683467162283,588.0528072873393,664.5410797414644,435.0678479006364,553.5509664115671,535.1453638812314,631.5766920858084,509.8943517775364,492.3733716323904,605.2004012675186,408.2969124205032,401.04507499080574,587.2248306549308,460.2293381001314,570.8510492532499,591.7545329215445,390.6625043037616,386.88532618932766,893.5304703174345,1790.696871882412,1637.706566573991,1791.1060303385082,1413.466141513805,1130.7990076404026,1744.8472949727332,1792.563906093302,1892.6750196333355,1411.7010216534943,1974.2314008167368,1731.300719052823,1584.6802042107083,2100.2248858733983,1826.756690556934,1597.4677854762535,1917.0513193746765,999.4835012434736,897.3939432559032,1929.2338503301355,1763.433563990997
AKR0,1,22,northmidland,609.2294080779557,575.393703435466,692.3605139339571,484.5095466884399,632.1979726198166,510.2519977433983,406.78385690392565,606.3613597554149,484.9255003782715,656.8708470845754,479.01950226278007,506.8886897188046,639.5604681105442,364.0326094197375,380.3085881486778,677.6817275779304,407.2840752785803,603.5540019563516,568.5889812047342,414.1270047334256,391.3195658380068,1054.0717034144636,1723.724766544791,1672.707824749995,1678.0342957223634,1323.9609741863774,1314.247452117344,1709.3897767683718,1600.4302540273136,1615.7071277995651,1185.490999185225,1875.4390271971608,1626.4550576990334,1611.0197898976112,1892.8972340644764,1676.081874004752,1630.865816850114,1949.9573739569175,1059.4673631443668,1060.0694323892174,1815.466740656222,1773.476753838604
AKS0,0,28,newengland,762.3503108038068,539.7268375481879,870.0001372275464,824.2209784687645,807.5333569389476,736.8790062171621,456.0131532792751,890.7092926282503,483.2615700318364,786.886453466248,551.2105741341544,458.19248975343805,725.7678937389396,472.4858017686026,523.7639524281846,790.8625390342353,512.9447441125177,888.3005787841144,830.4529574144753,481.91827207297473,611.1927208425785,974.5358406862136,2000.1237180755888,1815.30110341478,1611.3923338847967,1471.912228040905,1330.4328762704536,2454.607998130768,2014.012685068721,1915.229456621705,1452.5142106423268,2495.818721582957,2225.6953108457565,1846.388944013756,2350.242839893384,1618.5383188413937,1708.37579468391,2159.803940947566,1083.9943495104435,1100.0533037795092,2412.744079425667,2011.6390823937209
ALK0,0,47,northmidland,785.1588037751756,606.4263631044347,768.0626557548362,568.7441015164115,734.9190962678465,710.5639029593389,427.0813742420874,727.5541575512116,476.0764349626861,922.3792748421242,430.0464776378308,487.8385640024279,735.6175613581884,504.7534169245235,410.7042251726626,714.1392576167525,435.0820029408063,722.6173218192066,716.7586249924442,406.6761024430896,522.5530603420864,1173.0633741862812,2230.984614066858,2343.014017486269,2252.893955372845,1690.5340051243288,1391.5118210893795,2619.8293339072884,2236.52598887798,2461.40006552229,1664.8892927525164,2624.7121512048748,2448.1697512571945,2111.67684590244,2629.18680087451,2112.502063108808,2130.934458200051,2293.360927584727,1287.2272285592792,1238.056439350794,2620.651894955033,2118.007061020909
ALR0,0,23,southmidland,722.1967331498012,624.5116516136388,777.5246703674562,525.6625308666175,672.7286723212668,682.8369474874844,448.1451560198287,770.6659368972789,567.0295153636563,812.7499025675157,439.55259962981927,497.03594941446426,897.8204473483198,417.6990696364167,450.5422799907921,689.0553667895706,433.144718943202,720.3417666557074,700.0908124097982,454.1276328115286,437.2986840409502,1073.5522859328714,1808.6323084223784,2093.0863226248343,1988.610199064975,1440.394567598309,1648.1101813656662,2339.8548059712284,1988.0682199266423,2158.0000823810283,1510.1618588825663,2707.41192359308,2333.9644996634192,1797.8200443536946,2370.4729459648,1892.896899758962,1670.504236278119,1808.178746575853,1233.1222221721334,1163.9348373874552,2028.312580012004,2053.3595087146628
APB0,0,40,newyorkcity,562.5149800574483,685.1669672934414,650.9858729031228,817.7963032845818,712.1391702141973,667.1037921115424,437.7889900412525,765.4738460955938,572.1473779666139,764.0512796742162,535.3441474345149,582.9861361077697,693.4939427550926,456.493303620256,454.7115243486277,736.978320770103,510.71752882664987,735.6343794411714,571.0673070738835,426.61444371395214,466.012997275956,1008.4503815159452,2143.209004864914,2276.161358592308,1725.90383704688,1192.001145620084,1485.7608226224677,2366.164772301974,1937.9409885220207,2248.762344014573,1431.217762016584,2353.5108153369133,1691.1874995481785,1829.8589516697127,2202.3212555521723,1709.9430210920293,1790.665863964488,2184.544481692991,1160.293197471834,927.525446711903,2421.342184547274,1967.4004668410191
APV0,1,37,northmidland,646.289047522387,658.2545141067428,673.5507342061884,533.1377833958404,607.9975833753235,617.6079265539535,386.9107505736335,602.8109886218575,475.1205315348519,646.8630641192058,484.44006717997473,512.764170971742,650.259927106227,411.90992544716033,439.4870159963703,637.5086258196378,397.5001028177326,641.3049747581402,597.0821755097379,446.4548592264305,403.7635399968746,990.8351983341206,1675.7630941359594,1651.5528142254436,1700.3781271751177,1280.3256201023794,1150.5707319320654,1889.5529867220375,1681.685719846393,1706.7640041668535,1354.163315137572,2040.334077947944,1680.5342115383526,1558.2005317162996,1945.8584508290223,1638.2038378308243,1490.5914453092328,1766.7423715738169,958.361305693423,969.5246037819902,1880.5706139837416,1681.7421534532225
ARC0,1,28,northern,657.6946689044825,540.7663511180928,750.6457885613407,480.3221206947499,659.5660456836137,638.6006069230266,390.34719985444417,691.8263123747093,558.5227467036228,683.5314402272668,569.5547805982613,493.8865851016561,724.862280604822,433.8594479420714,435.3038114905748,674.1816518284487,500.8290408668467,759.0313807101646,680.6465920980844,398.2055669581224,429.7804885551911,1023.1491306365205,1846.224306333967,1823.8524231570025,1868.3609374080336,1407.1756442646313,1175.630901177415,2068.899956174717,1872.1617247804104,1787.38633194637,1434.8033742925063,1715.1629981912554,1789.4238442847063,1604.9964433900066,2034.3283517978305,1659.9364486736831,1843.1480971256567,1880.831963938844,1042.2140351797232,1036.3708266473154,1868.3113504867465,1840.4742949858944
ARW0,1,25,southmidland,615.8772824772252,576.3540107441527,634.6903653319866,513.2502130528707,583.6120803675327,543.0068135484374,355.8775109030764,510.5285637027561,456.2303315695884,644.5735641716249,435.4724757238512,477.6715624671066,608.6041094127571,375.2418027640546,400.99972544016055,628.2394131885943,415.6495778004406,483.1037387365494,560.0262605535708,409.15820746418,437.6153565694136,1000.9548278878742,1654.5983784698135,1522.4395909820191,1626.05952610825,1212.702719816114,1142.490479145049,1642.1088611104894,1603.8736730612327,1797.903637145066,1259.90868970291,1762.802025432366,1507.3626825096471,1396.0991570445717,1803.1422133113988,1621.1447487243804,1514.5639452065927,1728.1165975307426,968.83676701613,937.0771071552576,1763.4632021068307,1667.8059397245097
ASW0,0,55,southern,686.7766621374702,687.9909299266868,691.5426307340193,659.3248207808675,713.7737563415089,745.937386801261,420.3733878339009,619.9610265829423,451.8246453059775,812.3031822118253,510.7014447902267,536.7560530701334,726.3304686191062,465.0932781709874,390.2626643980462,655.2208161248117,481.7885512352759,634.8982395041105,640.1872512322099,418.58588524136246,442.26977168609096,1040.8009151909862,2110.741123306906,2275.499878873892,1962.673118143105,1343.8671526814053,1319.6944910621578,2554.008467014094,2217.382445321732,2670.4526801006245,1543.7633595929076,2746.454573733086,2347.038840690401,1911.749796989716,2543.205347711548,2068.848077502054,2072.37373992221,2015.812526188732,1037.2291484158488,1069.7912485165955,2479.467190213953,1940.52624607259
AWF0,0,27,southern,716.5533455229313,480.3388474100538,769.2946878847717,446.93966870404194,633.6329157979585,716.5104424446636,396.16083283520805,706.6048666911779,455.5488938211948,739.0585063142,414.1236880065433,471.4891741601083,755.9155451405115,482.4537470268777,419.5206599529442,717.3755388783172,389.1895410855945,768.2035055842618,605.697383197741,414.37420551639184,447.2765013610468,1137.179743605114,2152.5623100927305,2054.255365138876,2304.155012754286,1367.8047655656355,1425.1406410534605,2215.3581591129678,1915.956581806869,1397.3743655839858,1568.8977856116578,2273.413661816923,1973.6529593423784,1714.1592841908916,2485.451884127116,1894.9250816125864,1984.6069420378271,2233.931110110448,1079.6737095175122,1028.6771685865854,2120.956265156009,1715.6029307184576
BAR0,1,23,western,573.7059606430006,538.7672059294913,690.4145573128184,490.9982902635319,543.5151016492106,582.4367426237216,352.0957274396466,661.1134426058337,828.1240471391438,633.8790257398801,459.0602998944783,450.5210161479282,671.2405498091144,406.3234928538936,365.90027787826864,703.4398023533939,441.0678444096622,645.4655351102025,607.1191516454626,383.1327415232348,420.181889172423,914.793231440972,1699.8947598514549,1525.3468299728772,1723.2168694002385,1476.1871366369894,1082.301786115674,2126.355577337981,1675.3479212437687,1758.141805079708,1458.7841853904,1901.959471341328,1749.5972889040888,1616.011932990892,1912.8200550236568,1483.5319190527791,1391.439526428188,1836.715238646734,1036.6233843665525,1006.4133327717748,1779.991313261697,1843.595962014678
BAS0,0,52,southmidland,836.2358358459052,921.4079600819464,860.1584145028077,729.2772550389021,764.49124259885,866.5195075430087,473.5257409972385,805.0320124115017,734.1898171595159,910.7819737019344,739.230080837635,548.9223780526534,867.0929754722877,485.9415504865559,513.5387295421859,804.6983637171207,555.5301896229332,762.9115405391781,764.4575144890232,447.30833103402745,527.9135248440447,1068.5551713488414,1947.534683829824,1767.0489697985297,2157.846771649767,1258.370491603261,1648.447170247079,2514.217325919175,2163.985250671808,2496.354979950249,1517.9267556379075,2538.9739720323337,2071.6294794556798,1883.6120206119629,2729.695804541229,2056.989549134496,2082.101677921014,2433.0087097702603,1112.2093772562216,1088.0073129140949,2619.026793291981,1798.4910661879294
BBR0,1,28,western,703.3379168856641,649.6028109446144,716.0253452917233,538.5136407862233,670.4712993147011,623.0668213193255,368.2324024593035,688.4107611746957,474.4905921945303,731.7303776874793,507.4220640753453,524.5451168279405,730.6465154147058,401.4866786949128,446.83047590825817,745.5143100215768,490.6791915740774,765.1065165019791,656.8907222491883,446.1492932225637,494.9847638843423,1108.1585325460935,1972.3929143309783,1762.5762327595555,1714.969006267927,1392.343633986516,1221.1229232902183,2176.278911066784,1817.9168102987865,2017.0838049552704,1394.741283138879,2201.0577444561573,1910.3847963034,1555.750640499952,2169.841934140952,1743.8232191948173,1678.6440373336936,1998.4969078524032,1177.2490985997454,1076.4007890481753,2051.9431855723456,1778.5232716120915
BCG0,1,26,movedaround,610.7375915240432,606.6952186372697,703.5560368518139,528.8916734730409,590.0270964517346,594.3941950391451,386.0213790849635,676.4303027435911,553.2683495586562,626.5444333545946,486.6315333889256,409.1840737549698,699.4977535463665,395.3034161300275,411.8360449218556,667.1895410294128,418.419420892637,702.0485894399484,604.0607999727279,406.1082297864581,413.844011686842,1113.0176389304738,1828.664020848624,1663.9923381987958,1792.776376701187,1360.7275465801754,1372.444432293379,1872.203095566948,1807.9546617132792,2016.0311580844,1471.4085953192273,1943.5386209418623,1930.976598801204,1548.9678237905182,2104.743520698889,1821.8832771104887,1663.2583765184504,1944.49072125822,1120.1582561058103,1091.6569414698124,1884.4577933036107,1758.3468950719923
BCG1,0,27,movedaround,752.3990979408441,700.2557922570536,974.4847255278702,647.4269782223515,774.3206631197859,807.9656917608739,528.420837955293,870.2001448019291,640.1531148197471,814.758176156139,513.4009460746712,505.28065191198976,809.4983489465662,439.8199077146148,455.4960391206839,814.3247993038499,452.0337513872768,807.984319413091,742.0198702554242,500.4236819710087,580.5964980811646,1147.4700421077157,1777.6373904057623,2320.99100959147,2260.03525328614,1580.311462123463,1398.6323689371652,2407.5737652162966,1950.1747924179103,2582.042267428548,1717.3583130872485,2747.3540645749968,2449.7786008944527,1940.9265318330556,2652.926653317391,2211.8642464982954,1421.809581017564,2395.9654104048323,1270.3397435345137,1192.3168205794714,2358.799161038772,2094.5643224373243
BCH0,0,26,newyorkcity,622.5865461124906,675.335521227266,863.6197321206464,617.1965612029476,788.1083807833998,830.7132334351187,536.3761689980722,866.3405271807009,613.9076933728187,785.4145198718943,581.4195069779427,544.6401923217684,853.524761105895,503.8867571157994,477.617626353292,890.7079755019478,486.0381992138116,667.0438737435179,636.6740652556902,408.4722322021861,539.4714968130252,1044.2134455397518,2194.8982919015552,1959.471851994641,1773.125726162459,1587.1426667971357,1895.0491777341056,2432.85817449537,2001.8853964614837,2280.390941630395,1658.7092512913166,2559.9871851368366,2239.51230563405,1858.6030533507655,2516.316717998716,2109.433740148522,1941.865844969701,2453.798051020357,1088.286506322312,1175.2009162386485,2550.3363338555096,1976.256000447272
BDG0,1,27,northmidland,622.1467383716714,470.3208167755243,610.9611526285737,498.6647670729532,597.7271354681203,580.8563834580494,334.7475896922563,626.8067092836646,597.0395459927207,709.3485797184271,515.6760652245306,491.7270047858193,700.6523059061925,330.2629074265345,391.80999027458233,676.6235107455028,431.1043298045355,698.1360713420579,678.0094565837311,430.211121971428,404.4765555699119,894.0199777516985,1887.2939550497329,1781.6559532865497,1946.797463973652,1292.0576776776716,998.5299212829668,2184.307370511092,1896.5151522995543,2262.2763705281427,1437.7655272197303,1512.6713460786157,1717.3066603939092,1559.9400327744854,2361.3233550703862,1621.0734720587243,1651.020031963092,2096.651709512024,964.0526289314772,1002.6430383009948,1980.079270405935,1745.93368298364
BEF0,1,33,northmidland,595.1474258583077,562.1423491874464,716.0350777861402,530.2615855862626,564.2648121216453,611.5284469590681,368.3960868440514,553.594838964224,434.1705134310668,665.3057478768114,453.566575944551,446.2030393780936,623.6505706565187,408.5301114188867,404.0216431171048,505.7666481441802,422.0081524536341,603.1235797249371,597.8134202124801,387.757619894175,395.6285942568484,930.4755904384853,1855.841154045152,1555.703030814085,1490.713675039376,1384.5824565300554,1026.2974844556873,1971.301953284301,1664.6795050377184,1822.8029605379595,1229.850257369834,1984.262289874718,1766.0622920188662,1450.3446617068869,1947.863110623047,1636.5172415208826,1465.283706839166,1988.4899906637563,1080.0765399125096,1022.200122690246,1785.4334150558905,1703.9930615565092
BGT0,1,27,southern,664.4925104606059,550.8892160951265,750.1749635403111,478.0453935137349,617.4093828579008,571.0784488024285,343.82796717491635,653.7006082009403,408.2313264964972,672.227724870308,463.93673027093314,413.9180649700834,665.0294476578903,390.29962655745743,345.8742995021809,674.8157238272689,401.71447417647954,653.9965139566772,536.9266931071513,391.5655951289333,434.1120454775368,918.7477373494715,1744.1132785949935,1611.2144899221955,1875.8625987600087,1101.4699571022952,927.8621904805254,2018.421121232186,1738.629200275608,1806.536243639708,1285.3351655924398,1855.931392978636,1861.376438911396,1580.9793816953218,2023.5567212865355,1559.0621733277426,1577.9716682553783,1929.6614005130425,975.3745835674256,980.4877042313057,1841.891716067495,1625.626235821161
BJK0,1,24,northern,629.5080913304009,507.5478141240318,699.4037551252776,482.9804509585777,601.5739729117695,560.4220005370404,409.1539077229117,619.2244765613781,399.200495087538,647.106978397152,450.0654940125151,441.0717340190591,606.0520858016995,398.86093199536487,434.7428295305952,721.1074454078775,521.0052270544402,668.029399526179,627.5931901683549,457.023840393582,446.7582621360697,1002.8919233697856,1712.7623109590309,1673.7364190153728,1777.904136519212,1358.942849980959,939.8925115205192,2025.538570085886,1670.8366258209091,1785.082799149819,1503.5740840736898,2090.976108844768,1778.4575208133326,1540.9339008462405,2017.2708904581489,1377.844056718547,1505.521245385177,1807.3586557888652,972.5780354324744,886.7484564219549,1817.6203886335463,1686.1540856706783
BJL0,0,23,southern,816.5941585412721,698.8794014608949,855.6608917696296,570.0559553359802,718.247323228055,710.2389666015176,487.29457931305257,813.5950891809873,594.0819749152686,777.6096569758143,459.9675323018088,451.28860588342894,848.8867728183706,394.1043673908748,413.8856781159626,911.2860593467734,395.2058088669601,760.5276088192325,776.7223543555716,390.6954506631868,436.3248187134644,1132.721747833734,2129.5961190258217,1925.885714429835,2059.990988435061,1314.080764159822,1673.6549609894817,2536.745565470461,1868.5073493990096,2523.1547756430787,1395.4225136862754,2590.9917317625923,2056.137489098868,1801.430061826182,2813.131239293219,2042.072356451908,1686.338936611142,2335.354645491869,1088.504906380973,1110.6064979210948,2433.946485131339,1913.339696894053
BJV0,1,24,northern,677.9917498001364,693.5724895617269,752.2886068240392,583.5898773784256,665.9552281090636,857.0136527905413,380.4818288023345,617.8158164626687,426.7749516675601,688.948513253652,510.4550767413081,500.3230382615423,655.7756720336067,393.1998806334232,418.6036045914666,668.2809908172201,481.94523408313256,753.8196180212412,741.2062312712927,415.7127408253261,447.906546535197,1085.0479518531608,1663.7528959938277,1576.8964936006416,1812.3487018334947,1596.5756328204875,899.8967679836571,1910.1628058458416,1697.1555327284152,1481.2640301322745,1364.7232088672947,1746.553531016192,1527.559567930539,1616.097867247231,1967.6339778346887,1492.4683326043428,1577.7024242747789,1734.2108000659389,1164.3024579984608,1091.7079270445915,1913.136196834548,1832.848398541254
BLV0,0,27,western,716.8252760756915,687.325190625351,785.3940017876384,593.667678086966,679.336071461278,611.341934164925,471.6464258865848,704.2562188730227,600.3764284490245,758.9217688822541,439.8791683154028,518.673359240649,694.0867177522514,458.9624172814784,407.15291370884495,758.3710080104006,395.2540318049618,730.1375257424089,724.7892305572891,483.0533615236457,453.3808792314121,1204.1977675104306,2145.900564345096,2100.3355798600523,1802.4616976839045,1589.9647021908904,1549.3196797960163,2212.766048229209,1864.6520823601224,2233.0692260438736,1685.694277363275,1905.3330159339964,2100.139779412717,1880.1803911417253,2604.166883755656,1918.994234194976,1897.374186523093,2233.826651717785,1261.78167624116,1303.8685321800974,2324.89780822972,1895.965522009134
