id,gender,age,location,midpoint_time,phoneme,word,duration,F1,F2,F3,F1_onglide,F2_onglide,F1_offglide,F2_offglide
LNT0,m,32,northmidland,1.35,IY0,carry,0.07999999999999985,403.3681475948487,2055.9453957946494,2251.568660775143,456.7889106741164,1876.6921375352745,422.1125925446316,2141.913737026802
LNT0,m,32,northmidland,1.42,AH0,an,0.06000000000000005,531.1556119204745,1776.8288883135995,2153.5719528870263,486.37736359550865,1952.281736633951,554.4546829008025,1510.4687549684372
LNT0,m,32,northmidland,1.475,N,an,0.050000000000000044,462.7640302462297,1451.1334327795687,2178.509346816092,392.3589347384393,1405.046668963809,566.7447193312781,1343.5792008741998
LNT0,m,32,northmidland,1.565,OY1,oily,0.1299999999999999,678.7529373926161,988.4736262458905,1935.3579818176745,646.8335435599465,1268.7374522616722,655.7751359585612,938.1360208380005
LNT0,m,32,northmidland,1.69,L,oily,0.1200000000000001,596.0382933793202,956.378396774453,2085.641701298328,655.5209571942361,995.6698969087145,457.5666267813367,1180.3317647508707
LNT0,m,32,northmidland,1.7850000000000001,IY0,oily,0.07000000000000006,370.07242565989304,1950.1330985523114,2549.3338094278797,434.760529642466,1786.3534694599457,352.91232661417564,1947.8014036757895
LNT0,m,32,northmidland,1.87,R,rag,0.09999999999999987,410.96799970383057,1021.4430626726112,1657.6522210581536,371.4960656679899,1238.9585965693998,514.1044415873749,1095.8319776841183
LNT0,m,32,northmidland,1.99,AE1,rag,0.14000000000000012,652.0632257783931,1519.5968576253379,2136.4781960788428,664.3044754251904,1383.5919399559898,651.7194469029387,1645.5291962139122
LNT0,m,32,northmidland,2.0949999999999998,G,rag,0.06999999999999984,1350.1355095350316,1672.5148150934522,2719.334071184463,493.0636807635162,1780.8664300081953,1174.113048078776,2199.503340372693
LNT0,m,32,northmidland,2.165,L,like,0.07000000000000028,513.9738607384106,958.7494365698386,1916.0504969213184,551.6870919783495,1155.0125586798863,597.8161806550278,1006.1160812181106
LNT0,m,32,northmidland,2.245,AY1,like,0.08999999999999986,759.392503080341,1401.0763531630187,2071.782075626117,711.7662195623678,1179.138108104342,633.7658692122204,1761.1962194093762
LNT0,m,32,northmidland,2.3449999999999998,K,like,0.10999999999999988,846.7902820444548,1422.4378680904533,2845.870520279866,883.3993560494321,2062.861441399892,1314.5826151246845,1561.1280823416487
LNT0,m,32,northmidland,2.41,DH,that,0.020000000000000018,758.8249657799364,1700.0963436743916,2866.389725223312,1048.4588109912474,1567.4900097544141,641.1602317500528,1689.598600252551
LNT0,m,32,northmidland,2.48,AE1,that,0.1200000000000001,599.0369114357577,1574.7031190105313,2142.8741440330236,566.9544998710045,1594.3751964750568,657.3512484184091,1699.230344343145
LNT0,m,32,northmidland,2.65,T,that,0.21999999999999975,1167.672694459105,2094.304104500669,3277.9880482532035,648.3007682700207,1516.3295015430094,752.5148813050597,1708.0011910742687
LJH0,m,35,southmidland,0.125,D,don't,0.04999999999999999,989.2554482438883,1975.417143868134,3040.380503095258,1152.8503363736818,2204.587692439623,852.9390300078549,1839.6586490478687
LJH0,m,35,southmidland,0.255,OW1,don't,0.21,663.0919124897189,1084.021521901404,2469.1491407497588,575.6408322574355,1466.3352964285214,734.6654129997902,848.6306794443052
LJH0,m,35,southmidland,0.38,N,don't,0.040000000000000036,575.3356627233596,775.3656289108973,2597.7160500694436,586.5273429846372,752.1664683292689,498.8260336084824,985.5514443703099
LJH0,m,35,southmidland,0.45,T,don't,0.09999999999999998,794.0892122761943,1807.7073706436024,2826.4924912314127,677.2867204994843,1983.7459654967931,1431.788860999,2375.79055444798
LJH0,m,35,southmidland,0.7050000000000001,AE1,ask,0.15000000000000002,641.1664612001817,1775.1285647602674,2580.8116536992125,620.5503128686994,1756.6492767162092,647.7927039074473,1734.3520360298999
LJH0,m,35,southmidland,0.845,S,ask,0.13,1126.3931674179025,2281.434763215487,3395.3607461138877,564.8675280878172,1632.8236993215257,1355.7472651037162,2447.2111544439854
LJH0,m,35,southmidland,0.96,K,ask,0.09999999999999998,1038.4638551364912,1511.1372907763866,2617.947266343683,1202.8969744286608,1856.669814314845,987.2032585886425,1852.9109611238962
LJH0,m,35,southmidland,1.05,M,me,0.08000000000000007,446.5338699992745,1258.4747728481675,2354.710655430823,354.0754359586636,1272.2688400954323,457.1182090781818,1271.161663324636
LJH0,m,35,southmidland,1.145,IY1,me,0.10999999999999988,519.4317830366097,2411.8223912544513,2829.863987177143,579.9194063284433,2145.6898873692585,392.0578587396683,2382.0121487262873
LJH0,m,35,southmidland,1.28,T,to,0.08000000000000007,952.1723920748407,1799.5339657672241,2954.344843478571,812.5971911581456,1934.9591301945336,808.1475420870785,1843.1019851917144
LJH0,m,35,southmidland,1.35,AH0,to,0.05999999999999983,407.70879534809615,1504.2188392633325,2466.1146764821187,442.9666245988413,1598.4937854342677,1107.8523837545322,2131.4452863373094
LJH0,m,35,southmidland,1.505,K,carry,0.15000000000000013,917.3786707248112,2273.5261911015937,2862.4850963713275,1316.4630324244422,2163.4627328216297,650.7323566183933,2154.003368191605
LJH0,m,35,southmidland,1.62,EH1,carry,0.07999999999999985,511.8953504518757,1972.9096515505341,2512.5251975747624,497.61106285363394,2005.1589655368023,525.2452401305924,1919.3751709028877
LJH0,m,35,southmidland,1.7349999999999999,R,carry,0.15000000000000013,573.8291791881936,1532.869654186219,1758.4722894006002,565.8643068240841,1690.9164767807192,547.1235010184706,1482.4738590189893
LJH0,m,35,southmidland,1.94,IY0,carry,0.2599999999999998,373.85347536198293,2325.7331015411596,2857.882063436391,470.74130352418064,1948.1750447085924,672.213648148891,2331.950437689117
LJH0,m,35,southmidland,2.18,AH0,an,0.08000000000000007,756.3952312276759,1515.657434837428,2868.9807516539204,847.2500345058415,1570.4904055417178,723.0709876012899,1549.2704512322393
LJH0,m,35,southmidland,2.265,N,an,0.08999999999999986,452.6907313404517,1544.103739997314,2723.7169712055666,479.25198410041554,1609.9490036835073,401.2611104920445,1409.8654900707522
LJH0,m,35,southmidland,2.38,OY1,oily,0.040000000000000036,545.771238837204,821.6230153674097,2612.649298865,685.9763957161276,843.6630644309329,576.8970329913889,745.7619670172178
LJH0,m,35,southmidland,2.505,L,oily,0.20999999999999996,621.5935826854416,891.0038175743773,2738.7879199550002,592.9545685153812,772.7951100493973,565.5965513618664,973.0463567489728
LJH0,m,35,southmidland,2.65,IY0,oily,0.08000000000000007,436.2166467462745,1938.0205336264376,2562.8799572408666,503.4492465272382,1812.5902842032922,428.54783171515004,1748.68314791926
LJH0,m,35,southmidland,2.755,R,rag,0.1299999999999999,453.2612889829329,966.3823316443539,1769.9113183521188,437.00028674225865,1256.465819462154,518.7082113327486,1123.4671205317163
LJH0,m,35,southmidland,2.9349999999999996,AE1,rag,0.22999999999999998,630.4240264193234,1810.210753124264,2693.10120978718,627.7885297557359,1632.1510013019642,597.0735535943576,1858.1309807734904
LJH0,m,35,southmidland,3.11,G,rag,0.1200000000000001,1138.7317215178673,2258.1366494089734,3088.7653209355876,429.6733307323846,1862.5477506675638,707.0373736798491,1397.8137303314757
LJH0,m,35,southmidland,3.215,L,like,0.08999999999999986,528.1244119719613,964.2263613926596,2689.5905074157695,636.8677516469304,1016.2016570017055,513.0091484876394,972.6365115153645
LJH0,m,35,southmidland,3.33,AY1,like,0.14000000000000012,751.0131343490481,1330.5211336258312,2457.935738448171,719.2313572623756,1175.57970002611,698.1486420244067,1563.800991559589
LJH0,m,35,southmidland,3.495,K,like,0.18999999999999995,834.4837825749877,1176.5842623832034,2339.54007250687,448.7945561074768,1012.1057178301129,1078.3164142314536,2028.7264428772362
LJH0,m,35,southmidland,3.5999999999999996,DH,that,0.020000000000000018,799.0630279129662,1744.044113462776,2663.7970153266588,843.6175743799328,1764.7621154490364,572.9524204208806,1522.2407158238718
LJH0,m,35,southmidland,3.71,AE1,that,0.20000000000000018,658.927037996804,1712.848173713255,2653.089946810036,619.2576748387398,1550.5243140623386,705.8631356755778,1705.1492618580821
LJH0,m,35,southmidland,3.8600000000000003,T,that,0.10000000000000009,737.1255882668518,1504.5213926302606,2686.1264747853743,736.0057208096628,1603.0689694699233,682.226081528727,1501.036877183243
JXM0,f,27,southern,0.16499999999999998,D,don't,0.09,239.62478518726647,2271.224877452471,2941.5410638244944,1228.5296912209794,3486.229344756979,737.6899121078092,2000.6327501927747
JXM0,f,27,southern,0.33,OW1,don't,0.24000000000000002,492.4225595909973,1952.0541312757955,3063.0807119649326,805.3795063059453,1692.8904293876697,761.5816212945477,2506.0995702076075
JXM0,f,27,southern,0.46499999999999997,N,don't,0.02999999999999997,736.4337119714537,2292.107624573017,2979.3119332029046,746.9995839400732,2326.0243100682465,718.051460291527,2298.0966538655725
JXM0,f,27,southern,0.495,T,don't,0.030000000000000027,520.5836016956446,2341.1502733069356,3013.762091430223,637.9529719843102,2645.295457046685,444.19714990199634,2178.1028180375306
JXM0,f,27,southern,0.575,AE1,ask,0.029999999999999916,846.0531988598244,1378.770556036133,2591.8851987423127,905.5801193207603,1528.8062160200398,883.9100192569123,1421.1886740341902
JXM0,f,27,southern,0.635,S,ask,0.09000000000000008,1018.7072824747494,2064.6889335182145,3144.4674379663506,934.0910979490882,1949.0003179752478,993.3799583813533,2049.896541118248
JXM0,f,27,southern,0.6950000000000001,K,ask,0.029999999999999916,731.4396437315627,1889.2339355286476,3569.4976752093344,854.6777674976078,2104.1518330724352,697.2858436849137,2196.7360973657906
JXM0,f,27,southern,0.745,M,me,0.07000000000000006,443.70542516044014,1093.0947273898526,2350.774036574251,393.66250093709266,1109.6143847607648,485.3000062375315,950.4506549363123
JXM0,f,27,southern,0.825,IY1,me,0.08999999999999997,507.7144526463912,2945.058750441157,2964.7663884629646,508.3739056619068,2415.4579930407535,525.1654349093906,2848.313141378967
JXM0,f,27,southern,0.885,T,to,0.030000000000000027,458.5378040019795,2053.1121928853727,2926.866594529821,481.61625683291226,2189.658592320644,513.3731288038695,1967.3767576295745
JXM0,f,27,southern,0.925,AH0,to,0.04999999999999993,475.9071862183567,2729.8331429015007,3126.4193693899647,500.78851525778293,2585.4692747754107,431.1161795851784,2839.0816148312874
JXM0,f,27,southern,1.02,K,carry,0.14000000000000012,1277.2571831124392,2689.4939843852603,2964.4553527647354,685.9745830666925,1800.190583005937,839.9365432174184,2366.4176991764857
JXM0,f,27,southern,1.17,EH1,carry,0.15999999999999992,658.7080925664116,2089.738368984243,2601.001711291791,566.543298730663,1984.0398151451366,683.4129522793419,1724.126758532929
JXM0,f,27,southern,1.28,R,carry,0.06000000000000005,679.8779087398553,1752.2036117493965,1979.7486266430599,685.4656507139533,1691.801766230896,668.3838778458594,1679.926351289702
JXM0,f,27,southern,1.35,IY0,carry,0.07999999999999985,637.9579341782397,2100.6331901021003,2542.079515300674,652.0442714750219,1836.2126002464843,603.9613034758786,2371.3734268206526
JXM0,f,27,southern,1.4449999999999998,AE1,an,0.1100000000000001,765.4754147722448,2488.813182765854,3098.2984637428376,624.1436182292166,2415.137435425767,828.8654396033701,2337.1148580114186
JXM0,f,27,southern,1.545,N,an,0.09000000000000008,506.82370784706563,1840.7535874594946,2626.377414237781,541.1688895374256,1973.9679910554728,631.4312229746038,1766.2484877007414
JXM0,f,27,southern,1.69,OY1,oily,0.19999999999999996,542.8105750547912,811.5023754740071,2962.3533106535983,662.1274966802758,1047.142128533663,637.3673271289674,1052.5324729977763
JXM0,f,27,southern,1.8050000000000002,L,oily,0.030000000000000027,513.9649895765992,1435.2200433209428,2869.558054953352,560.445319141766,1367.9407457352129,476.9728606225843,1470.2739979440873
JXM0,f,27,southern,1.88,IY0,oily,0.11999999999999988,442.7139647278578,2595.6257168871525,2796.574300450121,470.8421950108326,2223.8282538184585,434.47325334924824,2291.4690685970804
JXM0,f,27,southern,2.0,R,rag,0.1200000000000001,549.6762506453113,1206.3906202315418,2630.136116280237,475.0907776320689,1372.3724897484651,540.7488235412146,1214.890381553415
JXM0,f,27,southern,2.205,AE1,rag,0.29000000000000004,705.6309646529695,2485.557809098036,3158.7185796259064,685.7704781055058,2245.54433352914,698.5971577789069,2506.675360955386
JXM0,f,27,southern,2.4050000000000002,G,rag,0.10999999999999988,697.4730995563323,2071.4117070676966,2490.363532805412,439.9287786725539,2621.898712720357,1451.0283150680248,1927.5778199260003
JXM0,f,27,southern,2.5149999999999997,L,like,0.10999999999999988,559.530505860685,1172.5931921939368,2773.268926546731,528.8322893435948,2119.0625684341394,486.5901258158782,1111.7027308736733
JXM0,f,27,southern,2.62,AY1,like,0.10000000000000009,910.0809533119707,1918.2766998697966,2699.5544489380004,946.481809827405,1668.7643807791064,727.6791500471352,2235.2021877429024
JXM0,f,27,southern,2.75,K,like,0.16000000000000014,851.9634746835302,1818.9382495412353,3132.9302708584773,1032.3749168706897,2310.080701276964,1117.7570630857158,2415.0948100864784
JXM0,f,27,southern,2.84,DH,that,0.020000000000000018,719.0620137410311,1844.4926022307786,2641.1360926341245,841.1866781899896,1894.5735274481322,616.248589273682,1843.148067608583
JXM0,f,27,southern,2.96,AE1,that,0.21999999999999975,716.9155290063527,2323.474950241895,3037.2937929911623,617.3923562170041,2305.3544288225517,834.0050777414928,2200.1025944356275
JXM0,f,27,southern,3.09,T,that,0.040000000000000036,865.165481815562,2086.8547809223396,2839.566264982369,862.4026317231497,2097.547662303105,896.1436387847485,2062.978221769372
SXA0,f,26,western,0.11,D,don't,0.07999999999999999,290.2762465680392,1660.908554459374,2826.915391400157,1674.7083739035088,3040.5113665620283,776.7227678526791,1920.0728787320763
SXA0,f,26,western,0.21000000000000002,OW1,don't,0.12000000000000002,540.3024790877076,1162.1875080224106,2554.329497423222,522.0076484102175,1306.811039239572,599.2778399805459,1126.611533340862
SXA0,f,26,western,0.28500000000000003,N,don't,0.02999999999999997,672.016565404096,1709.2325809530857,2877.642300589256,612.0574754351311,1261.9071853706164,682.7803688089447,1741.7569305235795
SXA0,f,26,western,0.315,T,don't,0.030000000000000027,498.23484256370637,1639.0686255450314,2796.616017707886,609.6902386466652,1793.4220742682594,729.1517614061632,1903.8926734583845
SXA0,f,26,western,0.4,AE1,ask,0.13999999999999996,742.8897878543459,1741.153170515528,2638.9029750045006,654.0000754271822,1730.00799304096,781.3524628063501,1535.1937039034617
SXA0,f,26,western,0.52,S,ask,0.09999999999999998,1056.507513081114,2164.847095800349,3344.649135219446,653.2384141511805,1273.9298370527338,1211.3854987657974,1977.894791870376
SXA0,f,26,western,0.6,K,ask,0.06000000000000005,996.5440997759587,1533.7712570361589,2786.770265974544,1197.7330304097072,2496.0599181150797,1295.7426990409701,1953.430878285493
SXA0,f,26,western,0.655,M,me,0.050000000000000044,717.2846249707887,1864.3989966081895,2533.4694474321577,1284.6174791026635,2460.076177192531,829.0911843672998,2259.4142784630194
SXA0,f,26,western,0.71,IY1,me,0.05999999999999994,547.4549998202461,2559.1342367259113,2899.861387837925,613.129392603999,2320.319138830806,491.8377970901972,2407.0192949401267
SXA0,f,26,western,0.765,T,to,0.050000000000000044,187.94937623479132,2289.575090234171,3131.8354434011894,438.08787617762135,2280.359868867847,874.3585219749704,2073.892551490121
SXA0,f,26,western,0.8200000000000001,AH0,to,0.05999999999999994,437.1073028058071,2088.0308691321898,2591.4481492031236,411.10789797202784,2027.5412938974353,423.41039519573013,2064.395402427606
SXA0,f,26,western,0.915,K,carry,0.13,1018.2113801233147,2249.0999466438902,2785.549265979527,1150.526279518592,2097.3339573282938,778.3782648487668,2286.720234954181
SXA0,f,26,western,1.025,EH1,carry,0.09000000000000008,590.125150473962,1976.8957073666552,2383.227691330511,534.119827016988,2150.657208007348,596.6090574476015,1697.401681543118
SXA0,f,26,western,1.12,R,carry,0.09999999999999987,562.2385358947212,1383.2300824667889,1799.7147860223304,573.6080315452099,1499.7557803740287,568.4543490029807,1393.7519147194134
SXA0,f,26,western,1.23,IY0,carry,0.1200000000000001,461.61399245324304,2269.6264353707916,2444.0990462761138,520.2089418524424,1880.0946343771025,461.0131414551589,2189.754955881886
SXA0,f,26,western,1.31,AH0,an,0.040000000000000036,484.9857932399695,1899.0957647212535,2521.1933087429584,475.8066026522215,2003.861760974129,511.45976010173,1850.9891209942339
SXA0,f,26,western,1.37,N,an,0.07999999999999985,642.3413876781099,1692.7226790441905,2350.9515165954062,561.3592648034339,2134.417546475336,598.7682544676177,1451.36732860696
SXA0,f,26,western,1.51,OY1,oily,0.14000000000000012,537.4063112192134,946.2629526369968,2517.095007380757,620.9633962705791,917.0316915432095,547.517036537232,1166.6137993659738
SXA0,f,26,western,1.62,L,oily,0.07999999999999985,426.69782362516077,1189.8916644781166,2967.1605870960616,550.4107461244336,1341.725760977609,384.22239689922094,1321.4547253414055
SXA0,f,26,western,1.7,IY0,oily,0.08000000000000007,404.9970913220301,2269.6023438298957,2627.6696534084954,477.5107875238713,2051.6665453447795,386.7970665222807,2089.251670293183
SXA0,f,26,western,1.795,R,rag,0.1100000000000001,621.4245854622512,1314.522853946132,2778.031444672343,478.41595651211446,1162.5835532224735,508.26172846946287,1164.9343027079046
SXA0,f,26,western,1.95,AE1,rag,0.19999999999999973,721.6021623398318,1665.9138146442986,2365.4327261889266,677.0369170435308,1528.6603806503242,648.6999622013163,1923.8415608540504
SXA0,f,26,western,2.105,G,rag,0.11000000000000032,1331.5385866676797,2721.534911787679,3962.1230756748614,454.9734455235916,2200.511902945379,888.1513811392429,1697.4243196516943
SXA0,f,26,western,2.185,L,like,0.04999999999999982,468.01461208551126,947.6507901420612,2713.633634766964,442.3746763606179,1222.1000375523288,595.2112972000385,1004.0192048362777
SXA0,f,26,western,2.26,AY1,like,0.10000000000000009,708.0501435083986,1466.8803891290727,2507.9559044217294,716.4859772880818,1180.9707932059705,624.3083977963022,1800.7965391327884
SXA0,f,26,western,2.39,K,like,0.16000000000000014,975.1887569244885,1864.6184582416618,2594.6542861737184,1336.3554864706446,2318.666574074938,828.062359158346,1953.0945935018676
SXA0,f,26,western,2.4800000000000004,DH,that,0.020000000000000018,820.0188017319847,1763.2370264679837,2510.1864780214146,841.2570938301433,1872.8916795154742,719.6307497644863,1713.8092456072711
SXA0,f,26,western,2.5700000000000003,AE1,that,0.1599999999999997,733.5421500153143,1750.3326113972862,2533.190055473896,669.3489495652517,1775.6524869189732,773.8696403042734,1622.9426332012642
SXA0,f,26,western,2.785,T,that,0.27,1309.2553057045925,2241.1833733507365,3447.3476799687123,928.587284960553,1871.3770756684364,520.7208971553906,1606.3731625573575
SDJ0,f,23,newyorkcity,0.14,D,don't,0.06000000000000001,968.8860994906909,1846.2870515011023,2977.711051792511,1155.2979442099825,2222.721632566835,886.2779006582173,2058.9834799436935
SDJ0,f,23,newyorkcity,0.22000000000000003,OW1,don't,0.1,754.9210847684533,1300.4683864182932,2745.497904118355,677.2686557432711,1562.5578527510013,746.7542949523839,1235.8067399152192
SDJ0,f,23,newyorkcity,0.28500000000000003,N,don't,0.02999999999999997,692.736138249473,1427.7589886221335,2127.8330768461715,706.533252205464,1343.5893110410602,699.1702563676713,1503.2574559978013
SDJ0,f,23,newyorkcity,0.36,AE1,ask,0.12,739.0721323752969,1848.8969728518668,2633.581325460141,725.2390207848158,1782.7122959164947,737.2803070133139,1774.7270920148064
SDJ0,f,23,newyorkcity,0.475,S,ask,0.11000000000000004,860.104677148111,1823.743750614345,3089.9773125096963,642.993251207946,1471.8859841601454,1153.3001492835438,1963.013256718652
SDJ0,f,23,newyorkcity,0.5900000000000001,K,ask,0.12,1227.5859778298238,1938.9315784307084,3315.5647847266055,931.739260751364,1968.6599055536637,1241.8747295844362,2458.430041425531
SDJ0,f,23,newyorkcity,0.665,M,me,0.030000000000000027,314.26580543841914,2077.5133235852177,2527.31633271082,376.17562790153573,2076.383968076062,419.72982384886575,1691.801152683484
SDJ0,f,23,newyorkcity,0.72,IY1,me,0.07999999999999996,568.4365988006796,2159.298428555785,2418.230385890174,536.0467318717864,2091.008014887492,559.4038991459819,2132.1603766534636
SDJ0,f,23,newyorkcity,0.78,T,to,0.040000000000000036,462.9267508883059,1833.5989466810997,2632.0324731602404,537.3324896806234,1974.5576023808246,472.8793034056131,2003.8540289850087
SDJ0,f,23,newyorkcity,0.825,AH0,to,0.04999999999999993,443.88451575829544,2009.5733677815183,2483.3807114077154,456.4511734843613,1975.0467895347479,404.44189909748616,2205.482300938085
SDJ0,f,23,newyorkcity,0.915,K,carry,0.13,874.782693703295,2105.737962995315,2738.2752516878472,988.2435230107163,1988.5751129441555,736.4357759671935,2165.5978683356907
SDJ0,f,23,newyorkcity,1.025,EH1,carry,0.09000000000000008,711.7235802310474,1647.9310591597207,2445.6214685338696,658.2080708052142,1832.4067877283017,719.9571275662935,1570.9122558475146
SDJ0,f,23,newyorkcity,1.1099999999999999,R,carry,0.07999999999999985,682.4266829600718,1477.1243634662935,1940.811291538795,705.4171560172638,1492.4672242915954,632.3412772536851,1519.190322278215
SDJ0,f,23,newyorkcity,1.2,IY0,carry,0.10000000000000009,486.0850830265255,1906.6929553424825,2678.107091139265,550.5208460268875,1824.1237769628817,491.20619039597216,1963.5906478961738
SDJ0,f,23,newyorkcity,1.27,AH0,an,0.040000000000000036,583.0262489362914,2029.8816297331166,2713.095124626743,547.8202963262958,2119.5124579171397,589.107334636757,1977.2972315187374
SDJ0,f,23,newyorkcity,1.3050000000000002,N,an,0.030000000000000027,557.9015972963134,1760.5020429851897,2698.7665305725004,569.6378805685155,1844.7018115413575,570.5285953207787,1659.2163277019608
SDJ0,f,23,newyorkcity,1.435,OY1,oily,0.22999999999999998,665.17403028526,1218.1917173624872,2449.304843026745,694.6947007799644,1062.909259707761,563.487021175712,1586.5049670685391
SDJ0,f,23,newyorkcity,1.57,L,oily,0.040000000000000036,518.4665582098164,1263.4098899191818,2674.413826998165,538.8151153239452,1235.7148006150528,505.0566273040637,1317.5741533177277
SDJ0,f,23,newyorkcity,1.63,IY0,oily,0.07999999999999985,434.9792715479083,1920.8577213974513,2537.0264361507056,477.2762260487383,1599.0125813780912,424.87735636577077,1855.3229824875061
SDJ0,f,23,newyorkcity,1.7149999999999999,R,rag,0.09000000000000008,484.1219253974067,1214.6528979223535,2107.139335719898,447.123504055144,1341.1240442981875,515.9838360251512,1407.7044881383115
SDJ0,f,23,newyorkcity,1.855,AE1,rag,0.18999999999999995,677.0868207018195,1629.5092475652095,2477.291055481853,600.174027730525,1612.853818268787,675.3006544262587,1654.3453354344383
SDJ0,f,23,newyorkcity,1.9899999999999998,G,rag,0.07999999999999985,1060.114112282196,1995.9987538346297,3207.1265154780467,416.2692622068031,1881.8229026245845,874.4371482034081,1091.153344983668
SDJ0,f,23,newyorkcity,2.045,L,like,0.03000000000000025,487.73754480706543,1059.042792834574,2693.2174548138782,841.5759444960745,2169.3206275255357,565.7033597153203,1129.2188583716443
SDJ0,f,23,newyorkcity,2.12,AY1,like,0.1200000000000001,672.3769384373106,1458.2661570785526,2662.8339857906717,679.1482327747049,1279.122359763146,560.3906130863442,1812.1243373484126
SDJ0,f,23,newyorkcity,2.2350000000000003,K,like,0.10999999999999988,1558.151546206006,2375.793485393073,3428.844084565706,769.1813981386887,1979.717771595061,1070.3878516198288,2147.1430610341713
SDJ0,f,23,newyorkcity,2.3,DH,that,0.020000000000000018,593.1559469020872,1717.3873056619188,2742.7145908844186,484.59779105773987,1783.701423395251,650.6751138018765,1691.2359591049828
SDJ0,f,23,newyorkcity,2.385,AE1,that,0.1499999999999999,739.5597960724764,1588.2027907895013,2770.1023121850094,655.5855092973555,1657.2573465995454,770.4412137648543,1586.0146275567179
SDJ0,f,23,newyorkcity,2.5,T,that,0.08000000000000007,663.1885426209195,1609.2353273261099,2496.319130489394,724.3458278218149,1570.9781797967696,995.7823703878871,1721.8586684484735
ARW0,m,25,southmidland,0.09,D,don't,0.12,217.04464321451812,1459.082780696941,2497.936467588523,215.2343672843876,1609.1157016306229,666.3129784575228,1595.0294799927397
ARW0,m,25,southmidland,0.21500000000000002,OW1,don't,0.13000000000000003,543.0068135484374,1142.490479145049,2340.033672468267,516.9308748210068,1319.9774200030386,538.6716399513158,1040.7214846012832
ARW0,m,25,southmidland,0.29500000000000004,N,don't,0.02999999999999997,522.2852133789128,1128.557005706104,2388.1654066635674,532.5060994312026,1105.5200009773746,503.1502354484932,1136.249697268236
ARW0,m,25,southmidland,0.325,T,don't,0.030000000000000027,484.3412883509972,1175.0150066400606,2131.593101327536,437.68331895535505,1136.3112368179331,516.0446872531197,1244.6541705322563
ARW0,m,25,southmidland,0.41500000000000004,AE1,ask,0.14999999999999997,634.6903653319866,1522.4395909820191,2140.1266674179033,624.7430008834448,1460.656846782723,636.8496910855711,1472.663564628874
ARW0,m,25,southmidland,0.5349999999999999,S,ask,0.08999999999999997,865.6938782379792,1678.1585911305249,2839.6030597108206,638.8040185851354,1525.399378313333,998.6049219876062,1648.3874052859712
ARW0,m,25,southmidland,0.625,K,ask,0.09000000000000008,906.6047436839235,1861.440883810532,2091.08210189883,983.4901794209087,1763.7872087232504,864.5717343491392,2003.002895733866
