id,gender,age,location,F1-a,F1-also,F1-and,F1-ask,F1-at,F1-bags,F1-big,F1-blue,F1-bob,F1-bring,F1-brother,F1-call,F1-can,F1-cheese,F1-five,F1-for,F1-fresh,F1-frog,F1-from,F1-go,F1-her,F1-into,F1-kids,F1-maybe,F1-meet,F1-need,F1-of,F1-peas,F1-plastic,F1-please,F1-red,F1-scoop,F1-she,F1-six,F1-slabs,F1-small,F1-snack,F1-snake,F1-snow,F1-spoons,F1-station,F1-stella,F1-store,F1-the,F1-these,F1-thick,F1-things,F1-three,F1-to,F1-toy,F1-train,F1-we,F1-wednesday,F1-will,F1-with,F2-a,F2-also,F2-and,F2-ask,F2-at,F2-bags,F2-big,F2-blue,F2-bob,F2-bring,F2-brother,F2-call,F2-can,F2-cheese,F2-five,F2-for,F2-fresh,F2-frog,F2-from,F2-go,F2-her,F2-into,F2-kids,F2-maybe,F2-meet,F2-need,F2-of,F2-peas,F2-plastic,F2-please,F2-red,F2-scoop,F2-she,F2-six,F2-slabs,F2-small,F2-snack,F2-snake,F2-snow,F2-spoons,F2-station,F2-stella,F2-store,F2-the,F2-these,F2-thick,F2-things,F2-three,F2-to,F2-toy,F2-train,F2-we,F2-wednesday,F2-will,F2-with
english201,0,26.0,usa,545.7347390871762,776.6992844131369,705.7511122162723,871.1945304103742,702.2612532019552,862.5481737040446,545.0711749830033,443.026958124864,855.4549789472312,519.8579738947643,733.2441743961805,731.7774993768124,510.62808685440297,444.0982566616046,842.6695451520667,613.7186801861993,735.323608314746,825.0768602523052,569.0381902777733,598.9859606477996,588.443370850453,442.2482495930093,599.0320475142466,506.84115607503554,563.3761308851489,534.8895793326071,529.4448164084118,459.6313947812801,828.8108420405016,575.5800893234141,760.2522329988655,494.9489218849177,478.12738395409446,565.7063921840585,808.0580056858672,805.8573971203148,738.6293236488929,673.8595063483052,643.5798476787767,677.4634644068628,565.2298090248024,784.0879075802522,564.4867308158437,605.3047476649913,514.5616331519012,530.0832123095549,622.2459383377507,480.77596889641205,610.7274460791452,625.6603527407123,592.0068658110091,479.2523964997925,784.1704166068158,542.8732888380422,493.8546956501908,1974.885598202939,1415.2191422001622,1995.7106945025153,1798.332757642704,2140.69639258042,1773.8200027607372,2338.518805022855,1915.556358652674,1536.1067010143825,1939.236091327415,1428.3670761508054,1146.168294769882,2289.953605655811,1973.9640571456032,1749.2582010667393,1590.7084335490183,1703.6817600971929,1390.2673998385512,1456.5016719293722,1234.0590521372112,1519.5310946793957,2072.98584675007,2014.0871072070695,2577.8521745310827,2707.265415225009,1088.0678460955942,1669.6912905431748,2722.864631437792,1852.0548592331916,2356.009526141016,1887.7872072163325,1840.588085679739,2343.0895277549034,1999.6058907590757,1897.0831439372544,1305.8887693904474,1917.5926684624824,2474.3876706545134,1716.6169751451962,1486.7605405669317,1841.262214156568,1589.861799120028,1155.3400873688056,1783.8216989042326,1853.9802530277475,1683.9596090662565,1559.4097634010827,2586.0300977662787,1870.2971121016003,1665.4803067854627,2376.752716345845,1984.1675993733231,1882.35414656702,1023.0586029905004,1663.3081825357494
english202,1,19.0,usa,403.1335669085203,511.21812753989735,560.460607364298,755.620751147595,512.8553703091285,620.4659072789652,393.4529494914895,311.5998264027316,576.0879874334694,384.5086185431387,582.214165692651,540.8810844873747,485.6327610877743,298.3956231684536,571.0090420878913,450.4416694170949,478.7403014599889,509.5888438529508,557.903164550282,471.33834823624966,416.2842763482413,382.5254529286597,409.0746582249449,357.81860491871345,301.9514292336536,326.6862765192526,383.68641164140115,299.5076039856023,724.5901469039719,277.6546923835114,482.7992741422423,292.3296191784849,321.5156618568094,407.2040950438036,610.0906216439861,605.9502450087274,726.2057020934001,469.04433036498295,479.4394702744178,416.4428794360224,405.9061916336785,875.9125982737322,447.6249654371407,323.90173649159124,299.6288280438994,447.61644448541534,531.0778554968604,303.3035657898591,333.9685751811613,395.45499237566463,501.0734456234259,353.886331817846,535.7279473699795,400.5990214314552,446.9990818125434,1935.321323495148,1203.3747495409243,2177.107250873607,1744.169069836217,1911.5042551122456,1632.3306312942611,2152.294874831267,1449.873318886059,1049.5987013067468,1662.387918651202,1305.7680559466496,919.9348962061672,2101.035176400656,2207.187186236869,1014.1812125153032,1411.6419189007606,1651.592224052842,1049.7020583070384,1221.143549355427,1064.888314094321,1321.0421260785631,1835.2837696043737,2156.3118124532853,2184.003631143677,1811.846118467196,2485.387329974921,1646.547450321285,2171.3871030086816,1526.2691284978562,2272.392914714451,1680.4561115105887,1905.3901938271367,2085.067264658048,1911.940415551469,1704.7854449887627,1074.706368716329,1790.028676877377,2079.4314425452035,1502.5786056633715,1742.2077175388254,1816.35516907899,1225.6672818245718,824.4800829018301,1640.7055856018196,2382.575180087033,1958.6277888865172,1812.7271469773843,2038.383504293528,1409.162656754863,951.1185196508916,1850.0851144861224,1813.1915586356185,1387.556032621182,961.2991550279438,1800.3303094609255
english203,0,63.0,usa,593.284816253994,557.6713877136822,681.8754796032989,749.4428857302672,725.5954032709319,738.0416659170919,457.05485458591215,408.29729139807694,635.0929994431068,437.481513523272,521.727177450508,601.9749338335591,623.5533303612991,406.3441334141729,786.688019303383,528.5590789629764,713.1443894924214,597.2737399224411,601.7372335588243,491.0621985933595,449.9584479790096,397.5073302351585,449.8192389838168,488.86798296338674,357.16120795274594,427.76319013539313,446.1415024672958,354.4084908071644,843.8271206083726,371.1832360593158,654.5090874002105,370.8256212214176,382.2799858138866,462.0862836890865,826.2154141673163,496.25941744998295,821.8421307244877,531.5796966690355,465.1658319051753,414.9518656074494,467.7125627431737,692.6675899817659,386.42698719151343,394.0502115450976,355.89191984650404,512.746358819614,491.3592016123657,389.6517993237071,378.1157557445647,456.1682482723731,441.9079298798507,413.9664292237443,486.43925244250136,415.0190678106966,447.3676150543808,1819.822657604441,1425.921137247834,1871.3500776884812,1665.9895659269246,1920.165951378522,1796.2193469844824,2363.6205780347123,1625.8258426311031,1249.3834713244698,1790.2239144310893,1452.8031501751288,1046.1199628538802,2207.470640809081,2450.77652163782,1295.473995960801,1344.607257459106,1655.4091767483542,1057.3819212109368,1503.0147163990555,1144.28283116893,1607.9724708348795,1741.08584687807,2369.6873289918303,2433.9012503696194,2706.165978338859,2659.348542494598,1712.925177972541,2418.502653307273,1639.2691610369104,2555.802598178097,1859.8296621832048,1306.8377355126472,2561.695698655134,2012.8522520778288,1707.1892410877824,940.5573483868844,1714.6447331558445,2121.870759662981,1253.7423149699125,1129.4102165183333,1963.526695447246,1658.3903213191136,967.2083656392484,1878.2093682750012,2544.541592058823,1965.0865497189168,2074.742845663399,2530.6309954586013,1857.0307764704944,1070.3977531664757,2096.304917020874,1891.0394845161827,1837.688938763016,1088.7129251528472,1748.010777231617
english204,1,53.0,usa,401.80285813419795,595.3557215124289,438.8157858266545,492.96187112532346,786.2098958079492,640.1637468365651,377.1684060335762,257.894147638524,760.4834984914332,406.23195727490446,488.1944275602287,590.5512793912599,318.4605101157159,253.72829703980972,790.5899043725494,480.7049741583005,514.0664818807896,540.2629818439212,821.9135482949794,386.02937948851945,392.31418024022526,376.845597641797,413.1734992783119,413.0287127370168,267.62653346000366,312.93194462822066,413.1554818994732,245.9274087706446,710.4375781343387,263.1851466480482,508.6054679247415,279.60842924208004,283.42887513843533,394.9687863971303,477.5021311274814,662.3616642291114,769.8430350987745,461.0240425340128,460.1174704791922,361.0350507995552,1594.9245925228515,632.4158395744422,409.383340235268,364.6936562289355,267.55017190246315,375.4330120101109,439.12131692446826,274.724240987816,403.4670387143311,468.1735245212454,363.8828759707691,346.0432557090768,332.6624592258124,361.7071649284874,405.26277550185534,1628.5361552376005,1158.3102623829998,1879.2539721992202,1811.867836817556,1844.76285356302,1675.1253981546631,1809.068114292616,1163.5156648318764,1100.176192203691,1786.3134326803856,1193.9891907427602,953.9456856602995,2184.0073954182963,2243.8776448604017,1259.7716034500625,787.0516019386243,1519.999234389699,1034.2315603512277,1815.8464959758303,918.1046587424836,1316.6653542737397,1474.6093339762397,1898.3550089293915,1961.9624446750736,1789.6484512441343,2009.044548998109,1760.4004804662186,2249.5776018848424,1401.3840300796694,2082.2446668506523,1584.0186751273652,1010.9473905980752,2152.5655625228164,1660.694322863369,1587.4555383244094,727.786465299136,1736.846117705534,1939.9574817201544,1108.93070070718,1071.0132463552964,2166.580090483763,1534.5265793402662,806.1161601277587,1484.5038202306876,2182.7453320917175,1804.268632320494,1797.655723147784,2060.901340260647,1382.2725361884975,1037.7319162290116,1329.3515790418178,1556.4182191412124,1412.823460718232,850.214131488624,1384.0974447168628
english205,0,45.0,usa,608.4603983261442,943.5599535981746,596.132278291046,987.3210107669348,572.6858924567262,837.7529780001901,479.9496642853296,394.817415261016,912.4201915152944,637.4589401225725,702.9160890715183,918.7931920224668,558.1645047534882,349.00774031317263,1017.3405264427696,608.376286631283,740.269847373692,815.5276225068949,696.5016825501009,581.4506433658231,585.3593961437243,581.2641618601556,584.6055242648565,621.6131033070425,437.2901554457295,538.0796499370484,596.714631580239,397.2796339835624,853.8653725619945,712.1909925170692,765.2229429654153,532.7316756013178,534.7639393395832,587.9725829377536,817.4650729112363,860.3115423386649,822.391308293654,650.6216593034455,633.940448018928,684.4961716961229,622.8537026839878,816.2760208774679,575.18857722057,524.8894911355557,474.3908575687635,497.7923641044428,652.7912081566953,466.6454809122704,523.8626824771558,619.2900951279605,711.4789036548381,445.0230240739487,702.1368445783866,546.6502432566595,619.615503564086,1793.5373385783735,1407.3596927272192,2180.761151060133,1896.8078841220888,2219.003729842484,1935.250165429612,2263.418235709986,1460.1174298687422,1443.3619278768183,1990.846506291192,1343.0370215178843,1470.5998847218923,2264.639603900692,2572.3834843264817,1693.9124062461908,1457.917182894988,1635.3018791785055,1279.900800975253,1355.643142658908,1020.880603705245,1692.8292068250942,1918.6972891306168,2105.162579357518,2292.2015316756947,2519.54027156296,2489.038880894306,1622.1262356646525,2656.2981769164653,1691.5043004014822,1584.766730341247,1897.3096409622667,1355.005841276477,2391.7993096112746,2052.520183498525,1865.878376581239,1203.214501992542,1982.5081893205524,2194.476554798842,1285.527780617917,1126.8269680951016,1866.576645421728,1510.2593993457365,1060.3462033893734,1785.264990087029,2470.007905486944,2055.756007427646,2026.8548441415128,2376.307465104533,1756.6239126553994,1128.4980194622508,2056.2102265040367,1722.634147294249,1584.5758414996822,1188.3167004424793,1713.3644811165525
english207,0,23.0,usa,557.1816065089497,839.1618196097402,765.9652364385678,1107.2412927115308,689.7684008645562,1081.000892916642,443.37773125738187,391.01490045074826,1028.2048045316203,627.1341329931408,810.0673123517224,864.3250267425418,311.00622691664364,366.6015899295938,1125.2427777461814,536.0604783613969,870.0388547725385,1020.4981908426944,674.0668086343595,522.8976043480648,558.8025099931699,502.88879852548257,602.1497081721676,534.4015376812014,433.0322091990064,457.2347648802758,489.79139885210884,407.1180522560045,1074.7016788557662,368.9471032444226,890.0010029421825,452.8665463543328,436.4433399707888,518.2560590486539,1002.4164949044074,969.8114832003558,1127.1714471226107,273.38594520841,535.6246599750996,429.9616935842174,651.7286325904521,964.5246440588196,596.686887712784,512.2936298808155,374.3779825872864,569.8915892408482,550.4745274061809,448.5582332383806,488.05176575975946,591.6565578067675,578.8090189784602,409.7373416870907,800.8244748110689,483.0881664918216,524.7599448854612,2030.8539841100949,1480.9852936485397,2316.2538754693146,1979.1053779106871,2203.0771301205523,1928.761176802547,2543.489554686636,1408.5696827068084,1356.855370175496,2047.2771273534609,1442.8798977794795,1231.271167913428,2019.9330889042249,2956.6223335079026,1680.9678729777934,1693.4546462157389,1821.4951759865853,1431.1617111383914,1472.8559922139934,1153.7720812823818,1586.1288285553896,1939.0279188619063,2427.608905158202,2700.78597145453,2937.5632738751374,2840.181820171441,1786.324276585248,2866.0246485156645,1910.297209166354,2846.5417145602355,1949.859737928496,1160.5698915567264,2604.255034490148,2307.150109276474,1899.2301285344809,1294.469546242664,2066.1379380823764,1214.9402863348278,1720.9828403488457,1216.159366010687,2045.3109724210703,1628.7109324101334,2561.6283142730417,1886.6268308609283,2867.0813222927704,2369.893463939189,2313.8395482703017,2456.2990662453976,1924.8758051474183,1263.956140340224,2629.796717530824,2288.778640691825,1895.956995114188,1179.0567282959332,1483.8729046686003
english208,1,46.0,usa,376.2708713982541,559.0144183138552,512.848161927571,684.2342038296872,563.4684486241738,529.0773321158819,350.4275955693912,282.3975697555758,497.369207120474,370.3029051360445,475.2141402306439,532.0350463743299,340.2405668137953,240.83273383609935,573.6127625225907,337.6776656858305,504.7496846222559,480.0249501233437,445.5061204891959,416.238833412986,364.72035288790363,299.15509531453006,390.7926904284056,375.0979387730483,267.33149939113514,286.6953370009623,332.678340157455,241.524494758622,601.1293653906787,286.0248316103556,502.9511338748809,341.5968833116524,288.8584407140021,369.23366632642507,554.2804029016406,538.7924896514389,631.3704364101197,350.8861151901556,430.3380376487102,321.9143678390614,1122.294879075407,617.9993213724729,432.7845811260867,283.250225012816,267.4344953502089,370.560208538687,334.22707513235093,276.9111447958539,352.3897664783513,454.91590626856527,432.61553278890784,270.22251894242726,515.3460272004145,313.74027104355343,393.63672205063807,1433.363349403305,975.5143670388476,1783.194471088516,1399.4637866895198,1533.818040349473,1630.7530056300734,1721.1203218316596,1390.7464069810362,1032.4999761856384,1655.2640736576689,1229.5448920381043,943.2992226890534,1812.1428376488816,2097.431330151749,1149.4882166782666,750.0147863364391,1487.2751485418337,929.3270903448432,1064.620223445155,961.2062759965768,1274.0741453489945,1692.3500576486956,1508.8895151985885,1995.2624113125116,2078.5885867445622,2274.318424244959,1328.4279911544177,2045.806263247172,1313.0618419198445,1989.55193374341,1560.6319699162948,1309.7946882315748,2011.4355896051427,1765.9990411502606,1378.0014381574,845.7686045957563,1479.4176957845682,1867.4352532844985,1228.9885056779744,1173.4042149126892,2104.0395188081534,1198.565913740503,888.8164448804654,1449.243802466194,2108.201265886615,1782.1024823108708,1813.2510421339477,2023.150325469688,1368.5160327578155,1046.6297242152289,2015.6718252851117,1800.2306479599956,1316.587718487669,995.5554525449188,1509.5784779167782
english21,0,37.0,usa,519.1448038790439,696.3178335078718,487.8821976394948,844.8775986099162,614.4884265301616,718.4319731500801,509.6418357458728,374.9805569731873,669.7272476092819,564.666240398271,675.0190066008507,756.876183036671,426.0687546935496,362.5101339146205,838.9991450151078,791.259423393938,688.2260731345893,686.8679885782435,446.2651448769908,483.8903808911724,542.6794779933723,443.7035016745047,588.9382149953906,420.10350381923206,403.77277743949577,571.241041684251,457.4193719149779,370.4669058263903,739.05477334244,476.6857114285565,578.6149405276713,427.3772267265821,359.25906672382416,513.230138726358,778.016439554782,728.4833586985693,610.8428148653106,455.97852473502456,624.4393278870446,554.1627577152976,540.5010918763106,772.5340793480857,475.1535670178616,422.2852601330971,510.3512237479323,547.5525603653012,631.4637407897815,384.0386088762151,504.4435786762872,542.5345803475338,422.9958882032085,393.09139160253665,620.3301324057024,352.5198615532733,513.6844079131887,1955.389645339779,1570.9575730556724,2085.57475545808,1737.0044336360047,2043.43572426008,1938.855821656286,2105.1647277065485,1423.420069884913,1306.767811479446,1904.5577977345424,1480.887821369762,1514.9215284552902,2073.2532721094635,2253.164136844751,1664.3715434876494,1662.4099490053006,1696.4073469932084,1338.0354488729356,1280.5024743641216,1116.5804394147876,1482.149034273309,1845.6270163936424,2035.077629088308,2265.534792472801,2589.450680198104,2459.78990735214,1627.174737647711,2593.5380976982783,1636.9697658923544,2164.0454413989505,1805.8076633280575,1304.6624855477976,2379.097353213448,1943.1338981351528,1711.5086927010125,1271.368971809016,1620.1435157147553,2203.342262632438,1235.2215967754332,1497.1683120479945,2049.801165852655,1603.3898326867022,1174.6967926032814,1759.3202766610466,2379.5187203586747,2077.957913872099,2003.078766761887,2015.8902775880572,1695.0841710706477,1560.8887452102947,1706.8785732376757,1970.4382151689335,1665.3112287282672,888.632518167844,1603.0618162383037
english211,1,30.0,usa,472.97914058326654,632.5960532338842,506.79133123597535,809.4428542513712,516.780693811198,673.2220171014022,446.2186469028739,363.2601555748833,724.5551284307726,454.1412942412452,527.9347268458083,609.2997352808258,351.2194538217449,314.2589870309416,811.8615064983572,477.39191672742163,566.181284759448,624.8462635698511,603.7133316555608,506.4154149209068,418.3769268496401,421.8766169893663,434.2570347707124,369.1113575121557,369.412446792022,354.5392118607651,421.53282910546477,313.09107983949696,725.442031841096,405.6507126777124,514.9434594525318,455.1258068385785,362.45047782638,382.6869129431358,733.4434447497375,757.3233048178311,831.5371067145414,431.162760985191,408.7713041391998,302.42705491318344,485.9253552314886,699.0290638920749,454.4024630730104,450.80109142036207,371.40165892146615,456.61563032840985,448.5795359054174,396.2673931056593,448.0811029906101,440.6393436022953,452.4036896037552,347.9980472722807,516.7679679872776,408.98448736390094,394.1349647357599,1632.974817620797,1146.1827607356545,1778.127616838014,1643.807520883999,1855.704197319924,1687.6688797952856,1827.3000290447624,1151.125824140316,1054.3276166228202,1797.4958658639018,1131.5922837322903,1078.2592093285318,1984.3526870332164,2317.2001035447597,1295.9380565681388,1264.441258749328,1423.88613249946,1074.0873967534378,1156.9464190107042,1069.6918752849565,1312.394919911385,1452.6199561131957,1980.0670895900569,1963.1624007584776,2382.261166886093,2111.475872077181,1267.8739421113628,2374.2975731584866,1422.351228216027,2271.442325318333,1642.0012938964385,1067.1392252138294,2021.937564765263,1866.798160027931,1500.7053922327352,960.0613413325862,1651.5379258618404,1736.4856018203614,1027.170805480407,906.1659888946484,1600.860058811258,1181.5060016394818,835.753395774914,1470.9218415450732,2448.166523648672,1963.7208231046736,1786.4870715279494,2156.887482551977,1408.0281043312248,865.400701154832,2099.3136328549804,1896.2440478580907,1696.8744302945563,1002.6532013133186,1323.784161995139
english212,1,24.0,usa,454.6698022535736,641.4930692853544,433.2158244003092,707.2685531086522,492.0322890448972,674.6293466707757,448.9575324076189,371.2978181685803,679.1915238268206,457.4866397762006,551.1536817810195,622.8381165613149,337.5679312389578,308.0679605557459,737.8188566265014,468.3249103966876,560.2790471763351,660.6248222724706,556.7847366938984,493.7476678044223,461.02818476261626,417.2408258161842,480.64757649443055,479.15354022097176,380.96808559639794,419.99054037943,418.6893715184875,322.55770017827706,680.2680011033511,377.15224450473255,554.9168431426117,350.83704594646053,309.7755545508872,450.36211494980296,661.75059855829,606.4827978208355,630.3642213472164,499.70752604513774,493.3933089182352,437.5837236640496,434.8523714313762,608.276079880168,522.2846754608825,728.3785321789998,366.73373180114106,467.2222940069004,461.3728019876985,329.8669680689196,379.839192860805,483.2028749484826,502.7259453803047,402.2619092461624,503.6564974341245,405.6799763500528,459.1743133452244,1762.782690154516,1225.9526848154424,1895.0138636463719,1746.6675508859178,1884.6047241040244,1749.019431785786,1880.4259050067208,1599.8762819944616,1148.5269943965393,1916.1590966835197,1399.0874017369554,989.654659529784,1909.067211285212,2274.894726475111,1327.0415120223097,1333.671969913271,1595.0887600069843,1190.8168357062812,1378.4658429475237,1378.3947801587408,1380.79359651316,1609.9568273944235,1849.856681463284,1980.757461215817,2274.4458592573155,2111.7011730151253,1495.0474060025626,2215.176019991529,1563.825801019947,2127.756280998785,1757.507494686613,1749.6230523501615,2084.429551798004,1803.4662721941063,1522.316611195141,918.8582794948206,1754.2664903799234,1922.102325913802,1490.642206313864,1582.1119191090158,1858.327665615104,1315.0476303421765,780.2651857235754,1895.6742256168534,2147.8333181195,1873.2936455470756,1815.5709041321688,2007.5500914831275,1516.2520552651192,867.6404104057517,2021.99467760232,1750.944379036784,1526.321975628323,797.3721621708446,1405.4947891406323
english213,1,38.0,usa,433.0731911059891,674.710906383093,507.48805738942326,827.1054076531741,479.3578674237045,645.2086202449048,389.5379809160089,367.0649288970472,725.0438111674816,442.2868617231974,536.2736573323812,641.7195770485387,340.13020624524006,326.7692815130942,840.3386860013061,434.41976669781366,511.1015654110776,640.0348863301392,1117.0080920282282,500.4170703223709,460.77642322497115,417.7166243753587,336.9044616930787,519.864006714427,325.36652390774503,322.9616975198271,374.57341319140926,327.8734907284736,758.2162885810491,352.8535696503677,428.43222935590313,338.7147186630692,345.1987108479941,458.82388395098417,709.3319270508717,748.0504326056371,730.7247560203821,602.8428038430267,488.2317643494825,381.6195733858128,1420.4598235707697,657.7940212813223,455.0537042985927,628.983000166667,311.0245445833191,431.2529859783613,534.559383737869,304.52103454684607,401.05163643193765,418.0542857738774,485.46125257734417,418.02471671541525,457.76242436257513,416.50086879035,450.03534175377695,1732.3992253892918,1154.024817071297,1810.0501157609576,1778.6572332946437,1890.6418795181164,1718.4679119680163,1939.046809097936,1822.8797305385408,1100.8357176752431,1679.2164487155846,1184.1034842616832,1077.931859642658,1871.5104050352177,2220.791871882824,1297.2699385399296,1227.7954550221516,1503.8029102851074,982.236287607296,2158.938290649624,1114.9976374778782,1417.3787380857048,1620.4508202572522,2074.013968950606,1951.6452253069056,2118.728495082164,2252.7518727733072,1517.518100052323,2236.186124327096,1326.0157781551356,2116.822838623135,1602.7996787078262,1972.7216779726923,2156.845619062926,1819.080088438257,1583.454394107186,894.5076914914773,1609.3894944405245,1885.7452453512865,1429.21518548605,1593.2822661881874,2492.5961560977885,1362.6350276410951,958.7807701468734,1648.891969868325,2110.589588617959,1851.8790333467457,1659.2365911443785,1851.9275206170464,1428.974248806962,884.6142791753005,1783.0303893576993,1443.4789073125617,1333.4607093905504,1036.358640251909,1394.0460315921866
english215,1,20.0,uk,430.55666039971146,280.3890225286035,599.2024978380776,873.3625873355726,722.0071124614582,654.895904823536,390.3411119362228,310.94636147932374,383.954234279258,422.2663431493137,598.6898749166544,553.7190780899833,294.9546970069625,324.4934258725187,730.0281573661491,540.1118787809452,588.7361951734468,582.3249096976559,709.4312791423273,428.2413621426925,490.6644032480703,202.5409254717661,361.63242895472825,372.67414245901045,294.9841379824647,306.1792191066851,338.2698787463024,334.22035153883525,739.8399552215965,329.97713733251464,640.0390559200891,379.1824099906988,299.29197986964937,382.79213875779465,697.1831931536177,405.31181516956,708.8630863846735,439.20170174405945,417.38696805758815,347.6006904179018,1082.178376228067,1156.4209652556997,370.5715262351247,344.9470578681771,365.70908864125647,344.45517840805525,507.47831406904174,281.33312435969145,436.8231902987052,503.60325098081097,462.4617940166749,333.2730457396688,522.559305838507,362.6519495669874,351.1196112348916,1777.1333752435994,1132.5961458598383,1759.4759345012671,1323.3283260217486,1438.7299871884743,1441.611005775144,1831.50642007904,1865.9497452023656,1034.590380788311,1811.636609609785,1104.070021215606,1095.931507871029,1973.3456208561984,2464.8912767052984,1339.6229973051818,1651.3735116876842,1471.4179738629066,1127.9178891507013,1723.4691146029738,1246.7921424147212,1506.3109448706446,1730.3215813572667,1955.5302331175048,1897.4643790446971,2066.074905855162,1900.6697961386603,1387.308956450642,2369.3889198984284,1366.323954074532,2330.7476380952858,1753.3323459706278,1750.569433032273,2101.441795431386,1914.78296701898,1241.933814895649,913.13360864018,1495.5009260139288,2051.513913355896,1239.2368175231857,1396.8948096160534,2278.1802357917777,1437.076172020032,916.6252491873414,1661.2158504583474,2279.849612292233,1893.844664866602,1852.0426634012742,2413.1147350743445,1880.513084794174,1157.5531160284306,1925.9479394282848,1869.913115259592,1520.1655399423332,1167.1635621675307,1169.719628103029
english216,0,48.0,usa,380.57678195676743,614.7084594126771,490.11454188143574,766.7098638307892,365.60782707969815,646.6870812972631,373.524520056494,294.84384428805834,661.9694844083434,378.6751370359845,456.2253114186093,590.1179208936269,354.19474784912177,306.3121700617094,775.9822042044059,750.6079618226609,577.127820679949,672.2588580377853,396.9111541072074,464.0054300378819,419.596890680317,335.22022980486,421.4626323589134,435.3626376597275,387.82189433741934,335.98800209337924,405.8312695425945,313.0375054895662,753.6737360216412,304.59950741956624,619.2948857911721,326.18251273208125,279.26245238327914,466.3730948761914,749.0234331522333,644.5789013291061,660.095858823237,407.5553079596828,503.4190422957475,443.8754562969097,406.1878074696965,489.3076015532864,416.4661722003523,376.5761356769367,341.6698854153524,383.1613464713718,432.24056719099855,305.11479757693155,380.5158028303434,544.8542440993111,369.32497592619,375.3879529861857,593.385709474332,393.60333224084616,477.66574853053726,1929.5161672649945,1215.6827613337837,2024.4456500180058,1946.1011530662663,2029.4751965752928,2228.28487296406,2205.6887604734584,1712.4662990948475,1211.5047855625007,1682.3587173204928,1200.3301526500138,1125.3076015581134,2352.6527699852745,2482.457922412785,1651.4971887497522,1736.7657722795725,1451.0758984382005,1083.9179678189375,1978.717543318968,1052.55752615831,1530.8695245045005,1798.7123513256215,1945.7477977756528,2210.5750586695717,2000.835133375169,2494.0779615614274,1472.807761657182,2471.762681699115,1676.4906770378566,2325.541244727547,2040.6034942451,1378.313364460982,2238.361572810721,2019.5005444132191,1775.781337549624,980.8629940659462,1528.1114080503714,2217.859436024145,1363.950048306731,1343.8960820898335,2288.193847466438,1323.096786104014,970.0865773326938,1758.0709000487766,2407.8460311727513,2170.381381477312,1969.6045424693843,2243.475075958966,1479.5272573212785,1404.046862072122,2179.928918457547,1886.052601381966,2217.39834951738,1140.38767181072,1634.7921070748523
english217,1,66.0,uk,388.8959305231424,443.7076737859504,384.1034320329896,624.3264592468142,487.720847876601,667.7710664032927,360.47695938592807,273.9069500196135,564.6427938723316,425.6983081025156,554.8052813834785,486.1788872219398,373.81276871039057,313.07304111693423,634.8982875414042,413.8865846407412,497.5527056699697,530.0929911188024,467.0737854636409,472.933705611754,486.1773065077984,408.9895038828088,412.2755388797035,468.9600096640502,349.56641314297366,325.28441084609284,344.9907347335982,343.16826622871406,596.3907213166207,319.9582306709695,480.756088135884,404.0141444734229,305.914747966533,420.0747585155091,629.4200761037208,443.6815572117953,622.4986578023878,484.1180926174444,493.0151019518233,378.5072496212486,365.4750801440919,526.5977717366246,469.0671627662754,404.3172549892727,327.46538844534325,422.8789100227272,453.6129871723693,333.4256808550636,396.4101137744445,488.21466232036033,491.4795727022845,396.5305479836229,506.6403430373454,374.68747134237526,411.0532580809855,1697.774400610759,1333.345334904682,1627.3578021836686,1162.6643029797212,1680.5940709697647,1572.9029078842402,2054.669194876315,1339.826522984554,1009.8134339593688,1630.2326818337428,1174.913126254061,1046.9839782508411,1801.882699501416,2222.9724361483973,1194.6927880569183,1403.3388424190402,1454.231009605713,945.9261204400829,1121.534747998007,1280.238470157518,1299.946513662103,1564.0371382370663,1979.7878060476364,1878.1683023294004,2256.002715202447,2184.1033492841498,1568.3518939646617,2055.4229407278244,1380.5979238466894,2183.041836246313,1686.7230530906795,1524.3205367009723,2222.205111427733,1798.0967633869257,1452.1752262413468,830.5944617332378,1548.7665730669328,1886.862083669058,1397.2519283101958,1245.416787705326,2169.719439224897,1354.9343779205565,807.0133370050312,1622.943058932785,2146.200439545113,2001.7872411893893,1766.3535858190653,2220.3206761838924,1581.498305261449,1081.3436793379217,1747.9625658553057,1556.8451229506334,1469.744605448956,1057.5704373205376,1572.612731233735
